word,3gab.txt,3gar.txt,3stu.txt,abbe.txt,advs.txt,bery.txt,blac.txt,blan.txt,blue.txt,bosc.txt,bruc.txt,cano.txt,card.txt,case.txt,chas.txt,cnus.txt,copp.txt,cree.txt,croo.txt,danc.txt,devi.txt,dyin.txt,empt.txt,engr.txt,fina.txt,five.txt,glor.txt,gold.txt,gree.txt,houn.txt,iden.txt,illu.txt,lady.txt,last.txt,lion.txt,lstb.txt,maza.txt,mems.txt,miss.txt,musg.txt,nava.txt,nobl.txt,norw.txt,prio.txt,redc.txt,redh.txt,reig.txt,resi.txt,reti.txt,retn.txt,scan.txt,seco.txt,shos.txt,sign.txt,silv.txt,sixn.txt,soli.txt,spec.txt,stoc.txt,stud.txt,suss.txt,thor.txt,twis.txt,vall.txt,veil.txt,wist.txt,yell.txt
whitish,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whitney,,,,,8,,,,,,,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
whittington,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
whittled,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
whitworth,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
whiz,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
whizzed,,,,,,,,,,,,3,,,,3,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
whizzing,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
who,28,10,18,15,271,32,19,15,29,24,24,1698,16,215,12,1483,29,11,21,22,28,13,25,20,14,18,27,18,25,150,12,25,28,16,19,176,14,241,21,18,34,17,27,31,20,19,23,17,12,282,30,23,21,79,26,27,24,15,15,118,15,28,26,166,14,31,21
whoa,,,,,2,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
whoever,,,,,3,,1,,,1,,27,2,3,,24,,1,,,,,,,,,,,,,,,,,1,4,,4,1,,3,,,,1,,1,,,3,,1,1,2,,,,1,,2,,,1,6,,1,
whole,5,3,1,8,45,6,4,3,,2,8,320,4,36,4,284,7,,8,6,2,3,8,4,4,2,5,4,2,28,3,2,3,5,5,35,,41,2,3,,4,6,3,2,9,6,3,3,57,4,5,3,18,2,3,3,1,4,33,1,7,3,27,4,8,4
wholehearted,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholesale,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,
wholesome,,,,,1,,,,,,,3,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
wholly,,,,,,,,,,,,3,,,,3,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
whom,6,3,4,2,39,4,2,7,3,3,3,277,8,43,1,234,3,5,4,5,5,1,4,3,3,,3,1,4,30,1,5,6,,,34,,35,4,2,4,1,4,8,3,3,1,,1,47,8,7,3,16,3,3,2,6,5,17,5,5,4,16,3,8,6
whose,,1,2,3,23,5,5,1,2,2,4,151,1,10,5,141,1,3,1,2,2,,2,2,1,2,4,4,4,9,1,2,1,1,1,18,,22,4,4,2,3,2,,1,2,2,2,1,36,1,3,,2,,1,3,,1,11,1,,2,20,,8,1
whoso,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
why,7,13,7,7,76,13,3,7,3,6,11,566,7,77,5,489,5,4,3,9,8,9,5,3,3,8,7,4,2,64,4,4,11,5,4,80,12,74,6,2,15,5,5,8,18,13,5,7,5,81,6,11,6,21,11,6,5,5,13,35,2,9,5,58,4,11,6
whyte,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
wi,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
wicked,2,,,,3,1,,,,1,,25,,3,1,22,,,1,,1,,,,,,,,,7,,1,,,,1,,1,,,,,2,1,,,,,,4,,,,2,,,,1,,,,,,4,,,
wickedness,,,,1,2,,,,,,,3,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
wicker,,,,,1,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,1,,,,1,,,,,,,,,
wicket,,,,,1,,,,,,,6,,,,6,,,,,,,,1,,,,,,4,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
wide,,,,,3,1,,1,,,1,34,,7,1,27,,,,,,,,,,,1,1,,4,,2,,1,2,2,,4,1,1,,1,,1,,,,,1,7,,1,,3,1,1,1,1,,2,1,,,2,,,1
widened,,,,,2,,,,,,,3,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
widens,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
wider,,,,,,,,,,,,6,2,,,6,,,,,1,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,
widespread,,,,1,3,,1,,,1,,9,,1,,8,,,,,,,,1,,,,,,1,,,,1,,1,,,,,,,,,,,,,,2,,,,,,,,1,,1,,1,,,,,
widow,1,,,,1,,1,,,,,11,,1,,10,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,1,1,,1,,,,4,,,1
widowed,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
widower,,,,,3,1,,,,,,12,,1,,11,1,1,,,,,,,,,1,,1,1,,,,,,,,3,,1,,,,,,1,,,,1,,,,,,,1,,,,,,,3,,,
wielded,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
wife,1,,,1,60,1,2,7,6,4,1,303,9,59,1,244,14,,12,16,1,,,1,,1,,4,3,42,3,3,6,2,,19,,49,2,1,6,12,,,,,,,12,38,1,9,1,4,3,,3,2,1,2,19,11,15,30,5,,23
wig,,,,,1,,,,,,,4,,,,4,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,
wiggins,,,,,,,,,,,,10,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,4,,,,,,,
wight,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wigmore,,,,,1,,,,1,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
wigs,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
wigwams,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wilcox,,,,,,,,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
wild,,2,,3,10,2,1,1,,1,1,85,1,15,1,70,,,,,1,,2,,,1,2,2,,7,1,1,1,,1,7,1,5,,,,1,2,1,2,1,1,,1,14,,1,1,10,1,,1,3,1,13,3,2,,4,2,1,
wilder,,,,,,,,,,,,21,,1,,20,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,18,,,,,,18,,,,1,,,,,,,,,,,,,
wilderness,,,,,1,,,,,,,9,,,,9,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,1,,,,,1,,,,,5,,,1,,,,
wildest,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,
wildly,,,,,,,,,,,,13,,1,,12,,,,,,,,,,,,2,,2,,,,,,1,,1,,1,,,,1,,,,,,4,,1,,1,,,,,,2,1,,,1,,1,
wildness,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,
wilds,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
wile,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,
wiles,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
wilful,,,,,1,,,,,1,,5,,,,5,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,3,,1,,,,,,,,,,,,,,,
wilhelm,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
will,15,19,18,39,263,27,16,16,29,21,34,1820,7,261,26,1559,20,22,13,22,35,40,10,16,32,22,10,20,20,179,13,49,33,23,15,215,24,187,26,13,25,26,48,34,17,26,18,13,12,349,34,43,10,96,11,25,22,16,20,95,26,37,13,175,16,25,12
willaby,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
willabys,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
willed,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,1,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
willesden,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
william,,,,,5,,,,,3,,31,,3,,28,,,,,,,,,,,,,,1,,,,,2,,,20,,,,,,,,2,19,,,,,,1,,1,,,,,1,,,,1,,,
williams,,,,,,,,,,,,8,,,,8,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,3,,,,,3,,,,,1,,1,
williamson,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,11,,,,,,,,,,
willing,,,,1,5,,,,,,,16,1,4,,12,1,,,,,,,,,,,,,1,,1,,,1,1,,2,,,,1,,,,3,,,1,1,,,1,,,,,,1,,,,,2,,,1
willingly,,1,,,1,,,,,,,6,,1,,5,,,,,,,,,1,1,,,,,,,,,,,,2,,,,,,1,,,1,,,2,,,,,,,1,,,,,,,,,,
willoughby,,,,,,,,,,,,9,,,,9,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
willows,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wills,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
wilson,,,,,22,,1,,,,,41,,,,41,,,,1,,,,,,,2,1,1,2,,,,,,,,3,,,,,,,,22,,,,3,,,,1,,,,,,,,,,10,,,
wilting,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wilton,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
wily,,,,,,,,,,,,5,,,,5,,,,,,,,,1,,,,,2,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
wimbledon,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
wimpole,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
win,,,,,1,,,,,,,15,,5,,10,,,,,,,,,,1,1,,,1,,1,,,,,,3,,,,,,,,,,1,,,,,3,4,1,,,,,1,,1,,,,,
winced,,,,,1,,2,,,,,5,,,,5,,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,
winch,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
winchester,,,,,10,,,,,,,20,,7,,13,10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,7,,2,,,
wincing,,,,,1,,,,,,,2,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
wind,,,,1,11,,,,2,1,,56,,4,2,52,1,,,,1,,2,,1,4,2,3,,12,,1,,4,2,6,,7,,,,,,,,,,2,,9,1,,,4,2,,1,2,,2,,1,,1,,1,
winder,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
windfall,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windibank,,,,,20,,,,,,,20,,,,20,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windigate,,,,,3,,,,3,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winding,,,,,8,,,,,1,,27,,2,,25,,,,,1,,,2,,1,,,,,1,1,,1,,3,,3,,2,,,,,,1,,,,,,,,5,,,,,1,1,1,,2,5,,1,
windings,,,,,,,,,,,,2,,,,2,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
windlass,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
windle,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
windless,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
window,5,1,12,12,72,12,7,10,4,2,14,479,,54,5,425,6,10,7,18,30,,21,7,,,1,2,6,36,2,6,1,4,1,75,13,59,4,2,16,2,5,6,16,1,6,3,4,105,10,3,,33,7,9,1,10,3,20,3,,16,25,1,10,8
windowed,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
windows,2,2,2,2,25,3,2,4,1,,4,100,,10,4,90,4,,1,1,2,,,2,,2,,2,4,9,1,2,2,,,9,,17,,3,2,,1,1,1,,1,2,,15,2,,,2,,,,8,,4,,,2,9,,,4
windowsill,,,,,1,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,
winds,,,,,2,,1,,,,,9,,,,9,,,,,,,,1,1,,,,,1,,,,,,1,,2,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,1,1
windsor,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windy,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
wine,,,,8,2,,,,,,,22,,1,,21,1,,,,,,,,,,,,,4,,,,2,,2,,2,,1,,,,,,,,,,8,,,1,,1,,,,,3,,,1,,,,
wines,,,,,1,,,,,,,4,,,,4,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
wing,,,,8,7,,,,,,,23,,,1,23,2,,,,,,,,,,,,,3,,,,,,,,2,1,2,,,,,,,,,,10,,,,,,,,5,,1,,,,,,,
winged,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
wings,,,,,2,,,,,,,4,,1,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,
wink,,,,,2,,,,,,,5,,,,5,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,
winked,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
winking,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winner,,,,,,,,,,,,3,,,,3,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,
winning,,,,,,,,,,,,7,1,1,1,6,,,,,,,,,,,,,,,,,,,,1,,3,,,1,,,,,,,,,1,,,1,1,1,,,,1,,,,,,,,
winnings,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
winter,,1,,3,1,,,,1,,,31,1,11,1,20,,,,1,,,,,2,,1,1,,,,9,,,1,2,,5,1,1,1,,,,1,,,,,7,,,,,,,,,,1,,,,4,,,
wintered,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wintry,,,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winwood,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
wipe,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
wiped,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,2,,,,,,,
wiper,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
wiping,,,,,,,,,,,,2,,,,2,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
wir,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
wire,1,,,2,4,,2,,,,,53,2,14,,39,1,,,2,,,,,,,,,1,7,1,,1,1,2,5,,8,1,,2,,,,,,,1,8,7,1,,,7,1,,,1,2,,3,,,1,,1,1
wired,,,,,3,,,,,2,,15,1,,,15,,,,,1,,,,,1,,1,,1,,,,,,3,,2,3,,2,,,,,,,,,4,,,,,,,,,,,,,,2,,1,
wireless,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wires,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,1,,,,1,,,1,,2,,,1,,,1,,,,,,1,,,,,,,,,,,,,,1,,,
wiring,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
wiry,,1,,,1,,,,,,,7,1,2,,5,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,
wisdom,,,,,1,,,,,,,6,,1,,5,,,,,,,,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
wise,,,,,,,,2,,,,17,,5,1,12,,,,,1,,,,,,,,,3,,,,1,,2,1,2,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,4,,,1
wisely,,1,,,2,,,,,,,7,,1,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,1,,,,1,,,
wiser,,3,,,2,,1,1,,,,22,1,8,,14,1,,,1,,,,,,,1,,,1,,1,,1,,2,,1,1,,,1,1,1,,,,,1,5,,,,1,,,,,,,,,,2,2,,
wisest,,,,,,,,,,,,3,,,,3,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
wish,3,1,1,1,44,5,1,4,3,5,,181,4,29,,152,2,3,1,4,1,,,5,,1,2,1,2,21,4,2,,1,2,10,1,31,2,2,6,1,2,3,2,4,,3,2,20,5,1,,10,6,3,1,4,3,4,4,4,5,12,3,2,6
wished,3,1,,1,12,2,,2,,1,1,73,2,13,,60,,1,,3,2,2,,2,,,2,1,,5,2,,1,,,11,1,14,,2,2,,2,2,2,2,2,,1,11,1,,1,2,5,1,1,,,4,1,2,2,1,,1,1
wishes,,,,,5,2,,,,,,15,,2,,13,,,,,,1,,1,,,,,1,1,1,2,,,,1,,1,,,,,1,1,,,,,,3,1,1,,,,,,,,,,,,2,,,
wishing,,,,,1,,,,1,,,5,,1,,4,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,
wisp,,,,,1,1,,,,,,4,,1,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
wisps,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
wisteria,,,,,,,,,,,,16,,1,,15,,1,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
wistful,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wistfully,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
wit,,,,,6,,1,,,,1,18,,4,,14,2,1,,,1,,,1,,,,,,2,,,,,,2,,,,,,,,1,,,,,,2,1,,,,,,,,,,2,,2,2,1,,
witch,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
witchcraft,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
with,46,55,31,80,830,91,71,54,64,67,76,5251,70,683,64,4568,84,61,58,81,72,49,67,46,41,60,61,67,72,441,62,87,70,55,71,542,46,702,61,71,92,55,83,106,54,76,59,55,46,885,68,70,45,385,70,57,47,79,65,336,75,65,77,447,31,95,58
withal,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
withdraw,,,,,2,,,,,,1,9,,1,,8,,,,,,,,,1,,,1,,1,,,,,,1,1,1,,,,,,,,1,,,,1,,,,1,,,,1,,,,,,1,,,
withdrawal,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
withdrawn,,,,,1,,,,,,,4,,,,4,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,2,,,,,,,,,,,,,,,,,
withdrew,,,2,1,,,,,,,,11,,2,,9,,,,,1,,1,,,,,,,2,,,,,,1,1,1,,,,,,,,,,1,,4,,,,,,,,,,1,1,,,,,,
wither,,,,,,,,,,,,2,,,,2,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
withered,,,,,,,,,,,,4,,,,4,,,1,,,,,,,,,,,,,,1,,,2,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,
withheld,,,,,,,,,,,,8,,,,8,,,1,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,
withhold,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
withholding,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within,5,3,3,4,48,2,3,6,6,6,7,286,,36,8,250,2,2,2,,3,4,5,10,2,3,2,3,1,29,1,5,3,2,2,29,,25,4,5,5,5,5,1,4,3,2,1,4,43,2,4,2,18,2,3,,4,1,23,5,2,4,35,,6,2
without,6,2,7,7,74,12,4,5,5,5,7,405,8,46,2,360,10,4,6,5,6,3,5,9,6,5,2,9,9,34,4,7,9,5,8,43,4,59,7,8,13,6,4,14,4,4,4,5,3,69,11,6,5,22,7,3,8,7,4,28,3,9,7,38,1,8,5
withstood,,,,,,,,,,,,2,,,,2,,,,,1,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
witness,1,,,2,15,,,,1,11,,47,,7,,40,,1,2,,,,1,,,1,1,,,1,,2,,,,3,,4,1,,1,1,4,1,1,,,,,9,1,,,1,,,,,,,,2,,7,1,2,
witnessbox,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
witnessed,,,,,,,,,,,,7,,1,1,6,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,1,,,,,,3,,,,1,,,,,,,,,,,,,
witnesses,,,,,1,,,,,1,,12,,3,,9,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,1,,,,1,1,,,,1,,1,,,,,,,,3,1,,1
wits,,,1,2,1,,,,,,,15,,,,15,,,,,,,,,,,,,,4,,,,,,1,,4,1,2,,,,,1,1,,,,4,,,,,,,,,,,,,,1,,,2
witted,,,,2,2,,,,,1,,6,,,,6,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,1,
wives,,,,,1,,,,,1,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,1,,,
wizard,,,,1,,,,1,,,,4,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,
wizened,,,,,,,,,,,,4,,,,4,,,,,,,1,,,,1,,,1,,,,,,,,1,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
woke,1,,,,1,,,,,,,12,,1,,11,,,,,,,,,,,,,,,,,,,,1,,3,,1,1,,,1,,,,1,,1,,,,3,,,,1,,2,,,,,,1,
